1	DGalpa1-OH
185	DGlcpNAcb1-4DGalpb1-4DGlcpNAcb1-OH
186	DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
187	DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
188	DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
192	DGlcpNAcb1-6DGalpb1-4DGlcpNAcb1-OH
193	DGlcpa1-4DGlcpb1-OH
195	DGlcpa1-6DGlcpa1-6DGlcpb1-OH
196	DGlcpb1-4DGlcpb1-OH
197	DGlcpb1-6DGlcpb1-OH
200	DGlcpAb1-OH
201	DGlcpAb1-3DGalpb1-OH
202	DGlcpAb1-6DGalpb1-OH
208	DManpa1-6[DManpa1-2DManpa1-3]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
209	DManpa1-2DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
210	DManpa1-2DManpa1-2DManpa1-3[DManpa1-2DManpa1-3[DManpa1-2DManpa1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
213	DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
214	DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
215	DManpb1-4DGlcpNAcb1-OH
228	DNeup5Aca2-3DGalp[6S]b1-4[LFucpa1-3]DGlcpNAcb1-OH
229	DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-OH
230	DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-OH
231	DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpb1-OH
232	DNeup5Aca2-3[DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4]DGalpb1-4DGlcpb1-OH
235	DNeup5Aca2-3DGalpNAcb1-4DGlcpNAcb1-OH
237	DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
238	DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
239	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4]DGlcpNAcb1-OH
243	DNeup5Aca2-3DGalpb1-OH
244	DNeup5Aca2-3DGalpb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-OH
245	DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
247	DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-OH
248	DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-OH
249	DNeup5Aca2-3DGalpb1-4DGlcpNAc[6S]b1-OH
250	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAc[6S]b1-OH
251	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
252	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
253	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
254	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-OH
255	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
256	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
257	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-OH
258	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-OH
259	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
261	DNeup5Aca2-3DGalpb1-4DGlcpb1-OH
262	DNeup5Aca2-3DGalpb1-4DGlcpb1-OH
264	DNeup5Aca2-6DGalpNAcb1-4DGlcpNAcb1-OH
265	DNeup5Aca2-6DGalpb1-4DGlcpNAc[6S]b1-OH
266	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-OH
267	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-OH
268	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
269	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
270	DNeup5Aca2-6DGalpb1-4DGlcpb1-OH
271	DNeup5Aca2-6DGalpb1-4DGlcpb1-OH
272	DNeup5Aca2-6DGalpb1-OH
275	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
277	DNeup5Acb2-6DGalpb1-4DGlcpNAcb1-OH
278	DNeup5Gca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
279	DNeup5Gca2-3DGalpb1-3DGlcpNAcb1-OH
280	DNeup5Gca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
281	DNeup5Gca2-3DGalpb1-4DGlcpNAcb1-OH
282	DNeup5Gca2-3DGalpb1-4DGlcpb1-OH
284	DNeup5Gca2-6DGalpb1-4DGlcpNAcb1-OH
287	DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
290	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
291	DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
292	DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
293	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
294	DGalp[4S,3S]b1-4DGlcpNAcb1-OH
295	DGalp[6S]b1-4DGlcpNAc[6S]b1-OH
298	DGalpb1-3DGalpb1-4DGlcpNAcb1-OH
299	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
302	DGalpb1-4DGlcpNAca1-6DGalpb1-4DGlcpNAcb1-OH
303	DGalpb1-4DGlcpNAcb1-6DGalpb1-4DGlcpNAcb1-OH
304	DGalpNAcb1-3DGalpb1-OH
305	DGlcpAb1-3DGlcpNAcb1-OH
306	DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
308	DGlcpNAcb1-4DGlcpNAcb1-OH
309	DGlcpNAcb1-4DGlcpNAcb1-OH
311	DManpa1-6DManpb1-OH
312	DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-OH
