319	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
325	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
326	DNeup5Aca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
327	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
328	DGalpa1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
329	DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
330	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
331	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
333	DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
334	DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-OH
335	DGlcpNAca1-4DGalpb1-3DGlcpNAcb1-OH
336	DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
337	DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
338	DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
346	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
347	DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-OH
348	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-OH
349	DGalpb1-3DGlcpNAcb1-2DManpa1-3[DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-OH
350	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-3[DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
351	DGlcpNAc[6S]b1-3DGalpb1-4DGlcpNAcb1-OH
356	LFucpa1-2DGalpb1-3DGlcpNAcb1-2DManpa1-3[LFucpa1-2DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
357	LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
358	LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
359	DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
360	DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
361	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-3[DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-OH
366	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
367	DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
